"participant","trial","position","first_display","display","direction","video","outcome","simulation","attn_check","rating","ball_direction","goalie_direction"
"LAMI044",9,"ball","up","up","left","LAMI_left_score.mp4","score","Remember",0.743,0.967,"left","right"
"LAMI044",10,"ball","up","up","left","LAMI_left_score.mp4","score","What if?",0.821,0,"left","right"
"LAMI044",11,"ball","up","up","left","LAMI_left_score.mp4","score","Remember",0.731,0.966,"left","right"
"LAMI044",12,"ball","up","up","left","LAMI_left_miss.mp4","miss","Remember",0.179,0,"left","left"
"LAMI044",13,"ball","up","up","right","LAMI_right_score.mp4","score","Remember",0.218,0.963,"right","left"
"LAMI044",14,"ball","up","up","left","LAMI_left_miss.mp4","miss","What if?",0.111,0.969,"left","left"
"LAMI044",15,"ball","up","up","left","LAMI_left_miss.mp4","miss","Cause",0.194,0.955,"left","left"
"LAMI044",16,"ball","up","up","right","LAMI_right_score.mp4","score","What if?",0.182,0,"right","left"
"LAMI044",17,"ball","up","up","left","LAMI_left_score.mp4","score","What if?",0.696,0,"left","right"
"LAMI044",18,"ball","up","up","left","LAMI_left_score.mp4","score","Cause",0.752,0.876,"left","right"
"LAMI044",19,"ball","up","up","left","LAMI_left_score.mp4","score","Cause",0.732,0.764,"left","right"
"LAMI044",20,"ball","up","up","left","LAMI_left_miss.mp4","miss","What if?",0.22,0.776,"left","left"
"LAMI044",21,"ball","up","up","right","LAMI_right_miss.mp4","miss","Remember",0.775,0.0639999999999999,"right","right"
"LAMI044",22,"ball","up","up","left","LAMI_left_score.mp4","score","Remember",0.802,0.841,"left","right"
"LAMI044",23,"ball","up","up","right","LAMI_right_miss.mp4","miss","Cause",0.781,0.774,"right","right"
"LAMI044",24,"ball","up","up","left","LAMI_left_miss.mp4","miss","Remember",0.155,0.156,"left","left"
"LAMI044",25,"ball","up","down","left","LAMI_left_miss_down.mp4","miss","Cause",0.198,0.798,"left","left"
"LAMI044",26,"ball","up","down","right","LAMI_right_miss_down.mp4","miss","Remember",0.724,0.148,"right","right"
"LAMI044",27,"ball","up","down","left","LAMI_left_miss_down.mp4","miss","What if?",0.177,0.792,"left","left"
"LAMI044",28,"ball","up","down","left","LAMI_left_score_down.mp4","score","Remember",0.605,0.605,"left","right"
"LAMI044",29,"ball","up","down","right","LAMI_right_score_down.mp4","score","Remember",0.18,0.886,"right","left"
"LAMI044",30,"ball","up","down","right","LAMI_right_score_down.mp4","score","Cause",0.149,0.76,"right","left"
"LAMI044",31,"ball","up","down","left","LAMI_left_score_down.mp4","score","What if?",0.799,0.21,"left","right"
"LAMI044",32,"ball","up","down","right","LAMI_right_score_down.mp4","score","Cause",0.14,0.724,"right","left"
"LAMI044",33,"ball","up","down","left","LAMI_left_miss_down.mp4","miss","What if?",0.208,0.618,"left","left"
"LAMI044",34,"ball","up","down","left","LAMI_left_miss_down.mp4","miss","Remember",0.203,0.201,"left","left"
"LAMI044",35,"ball","up","down","left","LAMI_left_score_down.mp4","score","What if?",0.756,0.304,"left","right"
"LAMI044",36,"ball","up","down","right","LAMI_right_miss_down.mp4","miss","Cause",0.729,0.686,"right","right"
"LAMI044",37,"ball","up","down","left","LAMI_left_score_down.mp4","score","Cause",0.686,0.687,"left","right"
"LAMI044",38,"ball","up","down","left","LAMI_left_score_down.mp4","score","Cause",0.676,0.662,"left","right"
"LAMI044",39,"ball","up","down","left","LAMI_left_miss_down.mp4","miss","What if?",0.128,0.748,"left","left"
"LAMI044",40,"ball","up","down","left","LAMI_left_miss_down.mp4","miss","What if?",0.757,0.464,"left","left"
"LAMI044",41,"ball","up","down","left","LAMI_left_miss_down.mp4","miss","Remember",0.147,0.197,"left","left"
"LAMI044",42,"ball","up","down","right","LAMI_right_miss_down.mp4","miss","Cause",0.793,0.772,"right","right"
"LAMI044",43,"ball","up","down","left","LAMI_left_score_down.mp4","score","What if?",0.647,0.663,"left","right"
"LAMI044",44,"ball","up","down","left","LAMI_left_miss_down.mp4","miss","Remember",0.127,0.161,"left","left"
"LAMI044",45,"ball","up","down","left","LAMI_left_score_down.mp4","score","Remember",0.186,0.701,"left","right"
"LAMI044",46,"ball","up","down","left","LAMI_left_score_down.mp4","score","What if?",0.706,0.094,"left","right"
"LAMI044",47,"ball","up","down","left","LAMI_left_score_down.mp4","score","Remember",0.138,0.756,"left","right"
"LAMI044",48,"ball","up","down","left","LAMI_left_miss_down.mp4","miss","Cause",0.202,0.79,"left","left"
"LAMI045",1,"goalie","up","up","left","LAMI_right_score.mp4","score","Remember",0.762,0.777,"right","left"
"LAMI045",2,"goalie","up","up","left","LAMI_right_score.mp4","score","Cause",0.788,0.868,"right","left"
"LAMI045",3,"goalie","up","up","right","LAMI_left_score.mp4","score","What if?",0.201,0.82,"left","right"
"LAMI045",4,"goalie","up","up","left","LAMI_left_miss.mp4","miss","Remember",0.158,0.085,"left","left"
"LAMI045",5,"goalie","up","up","right","LAMI_left_score.mp4","score","Cause",0.215,0.88,"left","right"
"LAMI045",6,"goalie","up","up","right","LAMI_left_score.mp4","score","What if?",0.177,0.136,"left","right"
"LAMI045",7,"goalie","up","up","right","LAMI_right_miss.mp4","miss","Cause",0.782,0.084,"right","right"
"LAMI045",8,"goalie","up","up","left","LAMI_left_miss.mp4","miss","What if?",0.169,0.09,"left","left"
"LAMI045",9,"goalie","up","up","left","LAMI_left_miss.mp4","miss","Remember",0.15,0.019,"left","left"
"LAMI045",10,"goalie","up","up","left","LAMI_right_score.mp4","score","Remember",0.762,0.819,"right","left"
"LAMI045",11,"goalie","up","up","right","LAMI_right_miss.mp4","miss","What if?",0.755,0.08,"right","right"
"LAMI045",12,"goalie","up","up","left","LAMI_left_miss.mp4","miss","Cause",0.159,0.048,"left","left"
"LAMI045",13,"goalie","up","up","right","LAMI_left_score.mp4","score","Cause",0.203,0.714,"left","right"
"LAMI045",14,"goalie","up","up","left","LAMI_right_score.mp4","score","Cause",0.738,0.86,"right","left"
"LAMI045",15,"goalie","up","up","right","LAMI_left_score.mp4","score","What if?",0.144,0.077,"left","right"
"LAMI045",16,"goalie","up","up","right","LAMI_left_score.mp4","score","What if?",0.184,0.07,"left","right"
"LAMI045",17,"goalie","up","up","right","LAMI_right_miss.mp4","miss","Remember",0.792,0.0580000000000001,"right","right"
"LAMI045",18,"goalie","up","up","right","LAMI_left_score.mp4","score","Remember",0.14,0.819,"left","right"
"LAMI045",19,"goalie","up","up","right","LAMI_right_miss.mp4","miss","Remember",0.802,0.056,"right","right"
"LAMI045",20,"goalie","up","up","right","LAMI_right_miss.mp4","miss","What if?",0.782,0.862,"right","right"
"LAMI045",21,"goalie","up","up","left","LAMI_left_miss.mp4","miss","What if?",0.204,0.032,"left","left"
"LAMI045",22,"goalie","up","up","right","LAMI_left_score.mp4","score","Remember",0.115,0.854,"left","right"
"LAMI045",23,"goalie","up","up","right","LAMI_right_miss.mp4","miss","Cause",0.804,0.049,"right","right"
"LAMI045",24,"goalie","up","up","left","LAMI_left_miss.mp4","miss","Cause",0.148,0.083,"left","left"
"LAMI045",25,"goalie","up","down","right","LAMI_left_score_down.mp4","score","What if?",0.139,0.094,"left","right"
"LAMI045",26,"goalie","up","down","left","LAMI_right_score_down.mp4","score","Cause",0.829,0.859,"right","left"
"LAMI045",27,"goalie","up","down","right","LAMI_left_score_down.mp4","score","Remember",0.153,0.772,"left","right"
"LAMI045",28,"goalie","up","down","left","LAMI_left_miss_down.mp4","miss","What if?",0.166,0.804,"left","left"
"LAMI045",29,"goalie","up","down","right","LAMI_right_miss_down.mp4","miss","Remember",0.789,0.0610000000000001,"right","right"
"LAMI045",30,"goalie","up","down","left","LAMI_left_miss_down.mp4","miss","Cause",0.145,0.037,"left","left"
"LAMI045",31,"goalie","up","down","right","LAMI_right_miss_down.mp4","miss","Cause",0.772,0.019,"right","right"
"LAMI045",32,"goalie","up","down","left","LAMI_right_score_down.mp4","score","Remember",0.738,0.797,"right","left"
"LAMI045",33,"goalie","up","down","left","LAMI_right_score_down.mp4","score","What if?",0.775,0.047,"right","left"
"LAMI045",34,"goalie","up","down","left","LAMI_left_miss_down.mp4","miss","What if?",0.124,0.792,"left","left"
"LAMI045",35,"goalie","up","down","left","LAMI_left_miss_down.mp4","miss","Remember",0.109,0.077,"left","left"
"LAMI045",36,"goalie","up","down","right","LAMI_left_score_down.mp4","score","Cause",0.194,0.816,"left","right"
"LAMI045",37,"goalie","up","down","right","LAMI_right_miss_down.mp4","miss","Remember",0.753,0.089,"right","right"
"LAMI045",38,"goalie","up","down","left","LAMI_right_score_down.mp4","score","Remember",0.814,0.725,"right","left"
"LAMI045",39,"goalie","up","down","right","LAMI_right_miss_down.mp4","miss","Remember",0.733,0.082,"right","right"
"LAMI045",40,"goalie","up","down","left","LAMI_left_miss_down.mp4","miss","What if?",0.173,0.814,"left","left"
"LAMI045",41,"goalie","up","down","right","LAMI_left_score_down.mp4","score","Cause",0.128,0.611,"left","right"
"LAMI045",42,"goalie","up","down","right","LAMI_right_miss_down.mp4","miss","Cause",0.785,0.63,"right","right"
"LAMI045",43,"goalie","up","down","left","LAMI_left_miss_down.mp4","miss","Cause",0.162,0.726,"left","left"
"LAMI045",44,"goalie","up","down","right","LAMI_left_score_down.mp4","score","Remember",0.132,0.68,"left","right"
"LAMI045",45,"goalie","up","down","right","LAMI_left_score_down.mp4","score","What if?",0.125,0.084,"left","right"
"LAMI045",46,"goalie","up","down","right","LAMI_left_score_down.mp4","score","Cause",0.17,0.562,"left","right"
"LAMI045",47,"goalie","up","down","right","LAMI_left_score_down.mp4","score","What if?",0.154,0.104,"left","right"
"LAMI045",48,"goalie","up","down","right","LAMI_right_miss_down.mp4","miss","What if?",0.752,0.036,"right","right"
"LAMI046",1,"goalie","up","up","right","LAMI_left_score.mp4","score","Cause",0.182,0.939,"left","right"
"LAMI046",2,"goalie","up","up","left","LAMI_left_miss.mp4","miss","Cause",0.194,0.946,"left","left"
"LAMI046",3,"goalie","up","up","left","LAMI_left_miss.mp4","miss","What if?",0.148,0.932,"left","left"
"LAMI046",4,"goalie","up","up","right","LAMI_right_miss.mp4","miss","Remember",0.755,0,"right","right"
"LAMI046",5,"goalie","up","up","left","LAMI_right_score.mp4","score","Cause",0.761,0.938,"right","left"
"LAMI046",6,"goalie","up","up","left","LAMI_left_miss.mp4","miss","What if?",0.154,0.896,"left","left"
"LAMI046",7,"goalie","up","up","right","LAMI_left_score.mp4","score","Remember",0.159,0.898,"left","right"
"LAMI046",8,"goalie","up","up","right","LAMI_left_score.mp4","score","Remember",0.172,0.945,"left","right"
"LAMI046",9,"goalie","up","up","right","LAMI_left_score.mp4","score","What if?",0.186,0,"left","right"
"LAMI046",10,"goalie","up","up","right","LAMI_right_miss.mp4","miss","Cause",0.741,0.913,"right","right"
"LAMI046",11,"goalie","up","up","right","LAMI_left_score.mp4","score","What if?",0.165,0,"left","right"
"LAMI046",12,"goalie","up","up","right","LAMI_right_miss.mp4","miss","Remember",0.74,0,"right","right"
"LAMI046",13,"goalie","up","up","left","LAMI_left_miss.mp4","miss","What if?",0.169,0.899,"left","left"
"LAMI046",14,"goalie","up","up","right","LAMI_right_miss.mp4","miss","Cause",0.752,0.928,"right","right"
"LAMI046",15,"goalie","up","up","left","LAMI_left_miss.mp4","miss","Cause",0.189,0.959,"left","left"
"LAMI046",16,"goalie","up","up","right","LAMI_left_score.mp4","score","What if?",0.179,0,"left","right"
"LAMI046",17,"goalie","up","up","right","LAMI_left_score.mp4","score","What if?",0.16,0,"left","right"
"LAMI046",18,"goalie","up","up","left","LAMI_right_score.mp4","score","Cause",0.772,0.947,"right","left"
"LAMI046",19,"goalie","up","up","right","LAMI_right_miss.mp4","miss","What if?",0.74,0.929,"right","right"
"LAMI046",20,"goalie","up","up","left","LAMI_left_miss.mp4","miss","Remember",0.192,0,"left","left"
"LAMI046",21,"goalie","up","up","right","LAMI_left_score.mp4","score","Remember",0.19,0.941,"left","right"
"LAMI046",22,"goalie","up","up","right","LAMI_left_score.mp4","score","Cause",0.154,0.953,"left","right"
"LAMI046",23,"goalie","up","up","left","LAMI_left_miss.mp4","miss","Remember",0.173,0,"left","left"
"LAMI046",24,"goalie","up","up","right","LAMI_left_score.mp4","score","Remember",0.148,0.947,"left","right"
"LAMI046",25,"goalie","up","down","left","LAMI_right_score_down.mp4","score","Cause",0.784,0.948,"right","left"
"LAMI046",26,"goalie","up","down","left","LAMI_right_score_down.mp4","score","Remember",0.72,0.94,"right","left"
"LAMI046",27,"goalie","up","down","left","LAMI_right_score_down.mp4","score","What if?",0.792,0,"right","left"
"LAMI046",28,"goalie","up","down","right","LAMI_right_miss_down.mp4","miss","Remember",0.79,0,"right","right"
"LAMI046",29,"goalie","up","down","right","LAMI_right_miss_down.mp4","miss","Cause",0.769,0.944,"right","right"
"LAMI046",30,"goalie","up","down","left","LAMI_right_score_down.mp4","score","Cause",0.812,0.934,"right","left"
"LAMI046",31,"goalie","up","down","left","LAMI_left_miss_down.mp4","miss","Remember",0.144,0,"left","left"
"LAMI046",32,"goalie","up","down","right","LAMI_right_miss_down.mp4","miss","Cause",0.805,0.934,"right","right"
"LAMI046",33,"goalie","up","down","left","LAMI_right_score_down.mp4","score","What if?",0.79,0,"right","left"
"LAMI046",34,"goalie","up","down","right","LAMI_right_miss_down.mp4","miss","What if?",0.769,0.933,"right","right"
"LAMI046",35,"goalie","up","down","left","LAMI_right_score_down.mp4","score","Remember",0.78,0.937,"right","left"
"LAMI046",36,"goalie","up","down","left","LAMI_left_miss_down.mp4","miss","What if?",0.161,0.947,"left","left"
"LAMI046",37,"goalie","up","down","left","LAMI_left_miss_down.mp4","miss","Cause",0.162,0.944,"left","left"
"LAMI046",38,"goalie","up","down","left","LAMI_right_score_down.mp4","score","Remember",0.766,0.94,"right","left"
"LAMI046",39,"goalie","up","down","left","LAMI_left_miss_down.mp4","miss","Cause",0.186,0.94,"left","left"
"LAMI046",40,"goalie","up","down","right","LAMI_right_miss_down.mp4","miss","Remember",0.711,0,"right","right"
"LAMI046",41,"goalie","up","down","right","LAMI_left_score_down.mp4","score","Remember",0.187,0.935,"left","right"
"LAMI046",42,"goalie","up","down","right","LAMI_left_score_down.mp4","score","Cause",0.173,0.95,"left","right"
"LAMI046",43,"goalie","up","down","right","LAMI_right_miss_down.mp4","miss","Remember",0.732,0,"right","right"
"LAMI046",44,"goalie","up","down","left","LAMI_right_score_down.mp4","score","What if?",0.767,0,"right","left"
"LAMI046",45,"goalie","up","down","left","LAMI_left_miss_down.mp4","miss","What if?",0.184,0.942,"left","left"
"LAMI046",46,"goalie","up","down","left","LAMI_left_miss_down.mp4","miss","What if?",0.175,0.949,"left","left"
"LAMI046",47,"goalie","up","down","right","LAMI_left_score_down.mp4","score","What if?",0.181,0,"left","right"
"LAMI046",48,"goalie","up","down","right","LAMI_left_score_down.mp4","score","Cause",0.152,0.945,"left","right"
"LAMI047",1,"goalie","down","down","left","LAMI_right_score_down.mp4","score","Cause",0.77,0.944,"right","left"
"LAMI047",2,"goalie","down","down","right","LAMI_right_miss_down.mp4","miss","Cause",0.793,0.951,"right","right"
"LAMI047",3,"goalie","down","down","left","LAMI_left_miss_down.mp4","miss","Remember",0.185,0,"left","left"
"LAMI047",4,"goalie","down","down","left","LAMI_right_score_down.mp4","score","What if?",0.775,0,"right","left"
"LAMI047",5,"goalie","down","down","left","LAMI_left_miss_down.mp4","miss","Remember",0.21,0,"left","left"
"LAMI047",6,"goalie","down","down","right","LAMI_right_miss_down.mp4","miss","What if?",0.706,0.965,"right","right"
"LAMI047",7,"goalie","down","down","left","LAMI_left_miss_down.mp4","miss","Cause",0.175,0.959,"left","left"
"LAMI047",8,"goalie","down","down","right","LAMI_right_miss_down.mp4","miss","What if?",0.725,0.963,"right","right"
"LAMI047",9,"goalie","down","down","left","LAMI_right_score_down.mp4","score","Remember",0.728,0.954,"right","left"
"LAMI047",10,"goalie","down","down","left","LAMI_right_score_down.mp4","score","Remember",0.748,0.957,"right","left"
"LAMI047",11,"goalie","down","down","left","LAMI_right_score_down.mp4","score","What if?",0.804,0,"right","left"
"LAMI047",12,"goalie","down","down","right","LAMI_left_score_down.mp4","score","Cause",0.199,0.959,"left","right"
"LAMI047",13,"goalie","down","down","right","LAMI_left_score_down.mp4","score","What if?",0.186,0,"left","right"
"LAMI047",14,"goalie","down","down","right","LAMI_right_miss_down.mp4","miss","What if?",0.731,0.958,"right","right"
"LAMI047",15,"goalie","down","down","left","LAMI_left_miss_down.mp4","miss","Cause",0.221,0.958,"left","left"
"LAMI047",16,"goalie","down","down","right","LAMI_left_score_down.mp4","score","Remember",0.207,0.952,"left","right"
"LAMI047",17,"goalie","down","down","right","LAMI_right_miss_down.mp4","miss","What if?",0.826,0.96,"right","right"
"LAMI047",18,"goalie","down","down","left","LAMI_right_score_down.mp4","score","Cause",0.807,0.95,"right","left"
"LAMI047",19,"goalie","down","down","left","LAMI_left_miss_down.mp4","miss","Remember",0.14,0,"left","left"
"LAMI047",20,"goalie","down","down","right","LAMI_right_miss_down.mp4","miss","Cause",0.731,0.955,"right","right"
"LAMI047",21,"goalie","down","down","left","LAMI_right_score_down.mp4","score","Remember",0.774,0.951,"right","left"
"LAMI047",22,"goalie","down","down","left","LAMI_left_miss_down.mp4","miss","Remember",0.184,0,"left","left"
"LAMI047",23,"goalie","down","down","right","LAMI_left_score_down.mp4","score","Cause",0.156,0.954,"left","right"
"LAMI047",24,"goalie","down","down","left","LAMI_right_score_down.mp4","score","What if?",0.734,0,"right","left"
"LAMI047",25,"goalie","down","up","left","LAMI_right_score.mp4","score","What if?",0.776,0,"right","left"
"LAMI047",26,"goalie","down","up","right","LAMI_left_score.mp4","score","Cause",0.103,0.97,"left","right"
"LAMI047",27,"goalie","down","up","right","LAMI_right_miss.mp4","miss","Cause",0.748,0.962,"right","right"
"LAMI047",28,"goalie","down","up","left","LAMI_right_score.mp4","score","Remember",0.727,0.952,"right","left"
"LAMI047",29,"goalie","down","up","left","LAMI_right_score.mp4","score","Cause",0.805,0.952,"right","left"
"LAMI047",30,"goalie","down","up","left","LAMI_right_score.mp4","score","What if?",0.788,0,"right","left"
"LAMI047",31,"goalie","down","up","right","LAMI_right_miss.mp4","miss","Cause",0.746,0.959,"right","right"
"LAMI047",32,"goalie","down","up","left","LAMI_left_miss.mp4","miss","What if?",0.19,0.963,"left","left"
"LAMI047",33,"goalie","down","up","right","LAMI_right_miss.mp4","miss","Remember",0.705,0,"right","right"
"LAMI047",34,"goalie","down","up","right","LAMI_right_miss.mp4","miss","What if?",0.71,0.96,"right","right"
"LAMI047",35,"goalie","down","up","left","LAMI_right_score.mp4","score","Remember",0.813,0.933,"right","left"
"LAMI047",36,"goalie","down","up","left","LAMI_left_miss.mp4","miss","Remember",0.163,0,"left","left"
"LAMI047",37,"goalie","down","up","left","LAMI_right_score.mp4","score","Cause",0.763,0.948,"right","left"
"LAMI047",38,"goalie","down","up","right","LAMI_left_score.mp4","score","Cause",0.161,0.959,"left","right"
"LAMI047",39,"goalie","down","up","right","LAMI_right_miss.mp4","miss","Cause",0.695,0.947,"right","right"
"LAMI047",40,"goalie","down","up","left","LAMI_left_miss.mp4","miss","Remember",0.172,0,"left","left"
"LAMI047",41,"goalie","down","up","right","LAMI_right_miss.mp4","miss","Cause",0.794,0.956,"right","right"
"LAMI047",42,"goalie","down","up","right","LAMI_left_score.mp4","score","Remember",0.192,0.953,"left","right"
"LAMI047",43,"goalie","down","up","right","LAMI_right_miss.mp4","miss","What if?",0.717,0.959,"right","right"
"LAMI047",44,"goalie","down","up","left","LAMI_right_score.mp4","score","Remember",0.825,0.956,"right","left"
"LAMI047",45,"goalie","down","up","right","LAMI_left_score.mp4","score","What if?",0.157,0,"left","right"
"LAMI047",46,"goalie","down","up","right","LAMI_right_miss.mp4","miss","Remember",0.747,0,"right","right"
"LAMI047",47,"goalie","down","up","left","LAMI_right_score.mp4","score","What if?",0.765,0,"right","left"
"LAMI047",48,"goalie","down","up","right","LAMI_right_miss.mp4","miss","What if?",0.827,0.96,"right","right"
"LAMI048",1,"goalie","up","up","left","LAMI_right_score.mp4","score","What if?",0.793,0.967,"right","left"
"LAMI048",2,"goalie","up","up","left","LAMI_left_miss.mp4","miss","Remember",0.183,0,"left","left"
"LAMI048",3,"goalie","up","up","right","LAMI_left_score.mp4","score","What if?",0.12,0,"left","right"
"LAMI048",4,"goalie","up","up","right","LAMI_left_score.mp4","score","Cause",0.159,0.937,"left","right"
"LAMI048",5,"goalie","up","up","right","LAMI_left_score.mp4","score","Remember",0.165,0.993,"left","right"
"LAMI048",6,"goalie","up","up","left","LAMI_right_score.mp4","score","Cause",0.723,0.96,"right","left"
"LAMI048",7,"goalie","up","up","left","LAMI_left_miss.mp4","miss","What if?",0.198,0.972,"left","left"
"LAMI048",8,"goalie","up","up","right","LAMI_left_score.mp4","score","Remember",0.179,0.914,"left","right"
"LAMI048",9,"goalie","up","up","right","LAMI_right_miss.mp4","miss","What if?",0.718,0.983,"right","right"
"LAMI048",10,"goalie","up","up","right","LAMI_right_miss.mp4","miss","Cause",0.735,0.951,"right","right"
"LAMI048",11,"goalie","up","up","left","LAMI_left_miss.mp4","miss","Remember",0.196,0,"left","left"
"LAMI048",12,"goalie","up","up","right","LAMI_right_miss.mp4","miss","Cause",0.731,0.986,"right","right"
"LAMI048",13,"goalie","up","up","left","LAMI_left_miss.mp4","miss","Remember",0.207,0,"left","left"
"LAMI048",14,"goalie","up","up","right","LAMI_right_miss.mp4","miss","What if?",0.75,0.957,"right","right"
"LAMI048",15,"goalie","up","up","right","LAMI_left_score.mp4","score","Remember",0.197,0.956,"left","right"
"LAMI048",16,"goalie","up","up","left","LAMI_right_score.mp4","score","What if?",0.792,0,"right","left"
"LAMI048",17,"goalie","up","up","left","LAMI_right_score.mp4","score","Remember",0.812,1,"right","left"
"LAMI048",18,"goalie","up","up","left","LAMI_left_miss.mp4","miss","Cause",0.218,0.944,"left","left"
"LAMI048",19,"goalie","up","up","right","LAMI_right_miss.mp4","miss","Remember",0.752,0,"right","right"
"LAMI048",20,"goalie","up","up","left","LAMI_right_score.mp4","score","Cause",0.785,1,"right","left"
"LAMI048",21,"goalie","up","up","right","LAMI_right_miss.mp4","miss","Cause",0.793,0.963,"right","right"
"LAMI048",22,"goalie","up","up","left","LAMI_right_score.mp4","score","What if?",0.736,0,"right","left"
"LAMI048",23,"goalie","up","up","left","LAMI_right_score.mp4","score","Cause",0.752,0.972,"right","left"
"LAMI048",24,"goalie","up","up","left","LAMI_left_miss.mp4","miss","What if?",0.144,0.964,"left","left"
"LAMI048",25,"goalie","up","down","left","LAMI_left_miss_down.mp4","miss","Cause",0.219,0.928,"left","left"
"LAMI048",26,"goalie","up","down","right","LAMI_left_score_down.mp4","score","Cause",0.145,0.937,"left","right"
"LAMI048",27,"goalie","up","down","left","LAMI_left_miss_down.mp4","miss","Remember",0.142,0,"left","left"
"LAMI048",28,"goalie","up","down","right","LAMI_right_miss_down.mp4","miss","What if?",0.787,0.942,"right","right"
"LAMI048",29,"goalie","up","down","left","LAMI_right_score_down.mp4","score","Remember",0.774,0.938,"right","left"
"LAMI048",30,"goalie","up","down","left","LAMI_left_miss_down.mp4","miss","Remember",0.223,0,"left","left"
"LAMI048",31,"goalie","up","down","right","LAMI_left_score_down.mp4","score","What if?",0.144,0,"left","right"
"LAMI048",32,"goalie","up","down","right","LAMI_left_score_down.mp4","score","What if?",0.22,0.003,"left","right"
"LAMI048",33,"goalie","up","down","left","LAMI_right_score_down.mp4","score","Remember",0.812,1,"right","left"
"LAMI048",34,"goalie","up","down","left","LAMI_left_miss_down.mp4","miss","What if?",0.125,1,"left","left"
"LAMI048",35,"goalie","up","down","right","LAMI_left_score_down.mp4","score","Cause",0.191,0.994,"left","right"
"LAMI048",36,"goalie","up","down","left","LAMI_left_miss_down.mp4","miss","Cause",0.157,1,"left","left"
"LAMI048",37,"goalie","up","down","left","LAMI_right_score_down.mp4","score","Cause",0.792,0.943,"right","left"
"LAMI048",38,"goalie","up","down","left","LAMI_left_miss_down.mp4","miss","Remember",0.184,0,"left","left"
"LAMI048",39,"goalie","up","down","right","LAMI_right_miss_down.mp4","miss","What if?",0.81,0.917,"right","right"
"LAMI048",40,"goalie","up","down","left","LAMI_right_score_down.mp4","score","Remember",0.798,1,"right","left"
"LAMI048",41,"goalie","up","down","left","LAMI_right_score_down.mp4","score","What if?",0.815,0,"right","left"
"LAMI048",42,"goalie","up","down","left","LAMI_right_score_down.mp4","score","Remember",0.744,0.951,"right","left"
"LAMI048",43,"goalie","up","down","left","LAMI_right_score_down.mp4","score","Cause",0.802,0.923,"right","left"
"LAMI048",44,"goalie","up","down","right","LAMI_right_miss_down.mp4","miss","What if?",0.829,0.976,"right","right"
"LAMI048",45,"goalie","up","down","left","LAMI_left_miss_down.mp4","miss","Cause",0.193,0.984,"left","left"
"LAMI048",46,"goalie","up","down","left","LAMI_left_miss_down.mp4","miss","Remember",0.154,0,"left","left"
"LAMI048",47,"goalie","up","down","left","LAMI_right_score_down.mp4","score","What if?",0.735,0,"right","left"
"LAMI048",48,"goalie","up","down","left","LAMI_left_miss_down.mp4","miss","Cause",0.213,0.937,"left","left"
"LAMI049",1,"goalie","down","down","left","LAMI_left_miss_down.mp4","miss","Remember",0.194,0.002,"left","left"
"LAMI049",2,"goalie","down","down","left","LAMI_right_score_down.mp4","score","What if?",0.796,0,"right","left"
"LAMI049",3,"goalie","down","down","right","LAMI_right_miss_down.mp4","miss","What if?",0.714,0.931,"right","right"
"LAMI049",4,"goalie","down","down","left","LAMI_right_score_down.mp4","score","What if?",0.754,0,"right","left"
"LAMI049",5,"goalie","down","down","right","LAMI_right_miss_down.mp4","miss","What if?",0.786,0.931,"right","right"
"LAMI049",6,"goalie","down","down","left","LAMI_right_score_down.mp4","score","Remember",0.778,0.922,"right","left"
"LAMI049",7,"goalie","down","down","right","LAMI_left_score_down.mp4","score","Remember",0.156,0.916,"left","right"
"LAMI049",8,"goalie","down","down","right","LAMI_right_miss_down.mp4","miss","Remember",0.803,0,"right","right"
"LAMI049",9,"goalie","down","down","right","LAMI_left_score_down.mp4","score","Cause",0.12,0.937,"left","right"
"LAMI049",10,"goalie","down","down","left","LAMI_right_score_down.mp4","score","Cause",0.726,0.923,"right","left"
"LAMI049",11,"goalie","down","down","left","LAMI_left_miss_down.mp4","miss","Cause",0.169,0.938,"left","left"
"LAMI049",12,"goalie","down","down","right","LAMI_right_miss_down.mp4","miss","Cause",0.748,0.926,"right","right"
"LAMI049",13,"goalie","down","down","left","LAMI_right_score_down.mp4","score","Cause",0.763,0.929,"right","left"
"LAMI049",14,"goalie","down","down","left","LAMI_left_miss_down.mp4","miss","Remember",0.206,0.001,"left","left"
"LAMI049",15,"goalie","down","down","right","LAMI_right_miss_down.mp4","miss","Remember",0.723,0,"right","right"
"LAMI049",16,"goalie","down","down","right","LAMI_left_score_down.mp4","score","Cause",0.153,0.904,"left","right"
"LAMI049",17,"goalie","down","down","left","LAMI_left_miss_down.mp4","miss","Cause",0.138,0.924,"left","left"
"LAMI049",18,"goalie","down","down","right","LAMI_left_score_down.mp4","score","Remember",0.156,0.935,"left","right"
"LAMI049",19,"goalie","down","down","right","LAMI_right_miss_down.mp4","miss","What if?",0.796,0.935,"right","right"
"LAMI049",20,"goalie","down","down","right","LAMI_left_score_down.mp4","score","What if?",0.14,0.025,"left","right"
"LAMI049",21,"goalie","down","down","left","LAMI_right_score_down.mp4","score","Remember",0.731,0.925,"right","left"
"LAMI049",22,"goalie","down","down","left","LAMI_left_miss_down.mp4","miss","Cause",0.124,0.919,"left","left"
"LAMI049",23,"goalie","down","down","left","LAMI_left_miss_down.mp4","miss","What if?",0.225,0.922,"left","left"
