"participant","trial","position","first_display","display","direction","video","outcome","simulation","attn_check","rating","ball_direction","goalie_direction"
"LAMI029",20,"goalie","up","up","right","LAMI_right_miss.mp4","miss","What if?",0.785,0.957,"right","right"
"LAMI029",21,"goalie","up","up","right","LAMI_right_miss.mp4","miss","Remember",0.761,0,"right","right"
"LAMI029",22,"goalie","up","up","left","LAMI_left_miss.mp4","miss","What if?",0.749,0.463,"left","left"
"LAMI029",23,"goalie","up","up","right","LAMI_left_score.mp4","score","What if?",0.191,0,"left","right"
"LAMI029",24,"goalie","up","up","left","LAMI_right_score.mp4","score","Remember",0.748,0.948,"right","left"
"LAMI029",25,"goalie","up","down","right","LAMI_left_score_down.mp4","score","Remember",0.131,0.958,"left","right"
"LAMI029",26,"goalie","up","down","right","LAMI_left_score_down.mp4","score","Cause",0.139,0.963,"left","right"
"LAMI029",27,"goalie","up","down","left","LAMI_left_miss_down.mp4","miss","Remember",0.146,0,"left","left"
"LAMI029",28,"goalie","up","down","left","LAMI_left_miss_down.mp4","miss","Cause",0.21,0.959,"left","left"
"LAMI029",29,"goalie","up","down","left","LAMI_left_miss_down.mp4","miss","What if?",0.177,0.965,"left","left"
"LAMI029",30,"goalie","up","down","right","LAMI_right_miss_down.mp4","miss","Cause",0.791,0.956,"right","right"
"LAMI029",31,"goalie","up","down","right","LAMI_right_miss_down.mp4","miss","Remember",0.811,0,"right","right"
"LAMI029",32,"goalie","up","down","right","LAMI_left_score_down.mp4","score","Remember",0.12,0.963,"left","right"
"LAMI029",33,"goalie","up","down","right","LAMI_left_score_down.mp4","score","Cause",0.153,0.963,"left","right"
"LAMI029",34,"goalie","up","down","right","LAMI_left_score_down.mp4","score","What if?",0.167,0,"left","right"
"LAMI029",35,"goalie","up","down","right","LAMI_right_miss_down.mp4","miss","What if?",0.74,0.961,"right","right"
"LAMI029",36,"goalie","up","down","right","LAMI_left_score_down.mp4","score","What if?",0.168,0,"left","right"
"LAMI029",37,"goalie","up","down","left","LAMI_left_miss_down.mp4","miss","What if?",0.201,0.966,"left","left"
"LAMI029",38,"goalie","up","down","right","LAMI_left_score_down.mp4","score","What if?",0.169,0,"left","right"
"LAMI029",39,"goalie","up","down","right","LAMI_right_miss_down.mp4","miss","Remember",0.767,0,"right","right"
"LAMI029",40,"goalie","up","down","right","LAMI_left_score_down.mp4","score","What if?",0.158,0,"left","right"
"LAMI029",41,"goalie","up","down","right","LAMI_left_score_down.mp4","score","Cause",0.156,0.963,"left","right"
"LAMI029",42,"goalie","up","down","left","LAMI_right_score_down.mp4","score","Remember",0.826,0.956,"right","left"
"LAMI029",43,"goalie","up","down","left","LAMI_left_miss_down.mp4","miss","What if?",0.129,0.961,"left","left"
"LAMI029",44,"goalie","up","down","right","LAMI_right_miss_down.mp4","miss","Cause",0.778,0,"right","right"
"LAMI029",45,"goalie","up","down","right","LAMI_left_score_down.mp4","score","Cause",0.053,0.96,"left","right"
"LAMI029",46,"goalie","up","down","left","LAMI_left_miss_down.mp4","miss","Remember",0.136,0,"left","left"
"LAMI029",47,"goalie","up","down","right","LAMI_left_score_down.mp4","score","Remember",0.158,0.957,"left","right"
"LAMI029",48,"goalie","up","down","left","LAMI_left_miss_down.mp4","miss","Cause",0.144,0,"left","left"
"LAMI031",1,"goalie","up","up","left","LAMI_left_miss.mp4","miss","Remember",0.181,0,"left","left"
"LAMI031",2,"goalie","up","up","right","LAMI_left_score.mp4","score","Remember",0.177,0.958,"left","right"
"LAMI031",3,"goalie","up","up","left","LAMI_right_score.mp4","score","Cause",0.746,0.958,"right","left"
"LAMI031",4,"goalie","up","up","right","LAMI_left_score.mp4","score","Remember",0.138,0.957,"left","right"
"LAMI031",5,"goalie","up","up","right","LAMI_right_miss.mp4","miss","Cause",0.802,0.962,"right","right"
"LAMI031",6,"goalie","up","up","left","LAMI_left_miss.mp4","miss","What if?",0.139,0.96,"left","left"
"LAMI031",7,"goalie","up","up","right","LAMI_left_score.mp4","score","What if?",0.144,0,"left","right"
"LAMI031",8,"goalie","up","up","right","LAMI_left_score.mp4","score","What if?",0.122,0,"left","right"
"LAMI031",9,"goalie","up","up","left","LAMI_left_miss.mp4","miss","What if?",0.176,0.959,"left","left"
"LAMI031",10,"goalie","up","up","left","LAMI_left_miss.mp4","miss","Remember",0.162,0,"left","left"
"LAMI031",11,"goalie","up","up","right","LAMI_right_miss.mp4","miss","Cause",0.792,0.956,"right","right"
"LAMI031",12,"goalie","up","up","left","LAMI_right_score.mp4","score","Cause",0.755,0.956,"right","left"
"LAMI031",13,"goalie","up","up","left","LAMI_right_score.mp4","score","Remember",0.8,0.958,"right","left"
"LAMI031",14,"goalie","up","up","right","LAMI_right_miss.mp4","miss","Cause",0.786,0.955,"right","right"
"LAMI031",15,"goalie","up","up","left","LAMI_right_score.mp4","score","What if?",0.778,0,"right","left"
"LAMI031",16,"goalie","up","up","left","LAMI_left_miss.mp4","miss","Remember",0.168,0,"left","left"
"LAMI031",17,"goalie","up","up","right","LAMI_right_miss.mp4","miss","What if?",0.78,0.967,"right","right"
"LAMI031",18,"goalie","up","up","left","LAMI_right_score.mp4","score","What if?",0.785,0,"right","left"
"LAMI031",19,"goalie","up","up","left","LAMI_left_miss.mp4","miss","Remember",0.204,0,"left","left"
"LAMI031",20,"goalie","up","up","right","LAMI_left_score.mp4","score","Cause",0.204,0.958,"left","right"
"LAMI031",21,"goalie","up","up","left","LAMI_left_miss.mp4","miss","What if?",0.216,0.954,"left","left"
"LAMI031",22,"goalie","up","up","left","LAMI_right_score.mp4","score","Cause",0.742,0.97,"right","left"
"LAMI031",23,"goalie","up","up","left","LAMI_left_miss.mp4","miss","Cause",0.141,0.971,"left","left"
"LAMI031",24,"goalie","up","up","right","LAMI_left_score.mp4","score","Remember",0.171,0.971,"left","right"
"LAMI031",25,"goalie","up","down","left","LAMI_left_miss_down.mp4","miss","Cause",0.223,0.965,"left","left"
"LAMI031",26,"goalie","up","down","right","LAMI_right_miss_down.mp4","miss","Remember",0.802,0,"right","right"
"LAMI031",27,"goalie","up","down","left","LAMI_left_miss_down.mp4","miss","Cause",0.147,0.965,"left","left"
"LAMI031",28,"goalie","up","down","right","LAMI_left_score_down.mp4","score","Remember",0.167,0.965,"left","right"
"LAMI031",29,"goalie","up","down","right","LAMI_left_score_down.mp4","score","Cause",0.119,0.959,"left","right"
"LAMI031",30,"goalie","up","down","left","LAMI_left_miss_down.mp4","miss","Remember",0.183,0,"left","left"
"LAMI031",31,"goalie","up","down","right","LAMI_left_score_down.mp4","score","What if?",0.151,0,"left","right"
"LAMI031",32,"goalie","up","down","right","LAMI_right_miss_down.mp4","miss","What if?",0.748,0.958,"right","right"
"LAMI031",33,"goalie","up","down","left","LAMI_right_score_down.mp4","score","Remember",0.817,0.956,"right","left"
"LAMI031",34,"goalie","up","down","left","LAMI_right_score_down.mp4","score","What if?",0.758,0,"right","left"
"LAMI031",35,"goalie","up","down","left","LAMI_left_miss_down.mp4","miss","What if?",0.151,0.982,"left","left"
"LAMI031",36,"goalie","up","down","left","LAMI_right_score_down.mp4","score","Cause",0.743,0.958,"right","left"
"LAMI031",37,"goalie","up","down","left","LAMI_right_score_down.mp4","score","Remember",0.794,0.965,"right","left"
"LAMI031",38,"goalie","up","down","right","LAMI_left_score_down.mp4","score","Cause",0.179,0.964,"left","right"
"LAMI031",39,"goalie","up","down","left","LAMI_left_miss_down.mp4","miss","What if?",0.178,0.962,"left","left"
"LAMI031",40,"goalie","up","down","right","LAMI_right_miss_down.mp4","miss","Remember",0.785,0,"right","right"
"LAMI031",41,"goalie","up","down","left","LAMI_left_miss_down.mp4","miss","Remember",0.0620000000000001,0,"left","left"
"LAMI031",42,"goalie","up","down","right","LAMI_left_score_down.mp4","score","What if?",0.162,0,"left","right"
"LAMI031",43,"goalie","up","down","right","LAMI_left_score_down.mp4","score","What if?",0.213,0,"left","right"
"LAMI031",44,"goalie","up","down","left","LAMI_right_score_down.mp4","score","Remember",0.811,0.953,"right","left"
"LAMI031",45,"goalie","up","down","right","LAMI_right_miss_down.mp4","miss","Cause",0.794,0.958,"right","right"
"LAMI031",46,"goalie","up","down","left","LAMI_left_miss_down.mp4","miss","What if?",0.2,0.972,"left","left"
"LAMI031",47,"goalie","up","down","right","LAMI_right_miss_down.mp4","miss","Cause",0.787,0.966,"right","right"
"LAMI031",48,"goalie","up","down","left","LAMI_right_score_down.mp4","score","Cause",0.787,0.964,"right","left"
"LAMI034",1,"goalie","up","up","right","LAMI_left_score.mp4","score","Cause",0.156,0.738,"left","right"
"LAMI034",2,"goalie","up","up","right","LAMI_right_miss.mp4","miss","Remember",0.762,0,"right","right"
"LAMI034",3,"goalie","up","up","right","LAMI_right_miss.mp4","miss","Cause",0.779,0.958,"right","right"
"LAMI034",4,"goalie","up","up","left","LAMI_right_score.mp4","score","What if?",0.719,0,"right","left"
"LAMI034",5,"goalie","up","up","right","LAMI_left_score.mp4","score","Remember",0.19,0.951,"left","right"
"LAMI034",6,"goalie","up","up","right","LAMI_right_miss.mp4","miss","Cause",0.742,0.954,"right","right"
"LAMI034",7,"goalie","up","up","left","LAMI_right_score.mp4","score","Cause",0.749,0.959,"right","left"
"LAMI034",8,"goalie","up","up","left","LAMI_left_miss.mp4","miss","What if?",0.154,0.949,"left","left"
"LAMI034",9,"goalie","up","up","right","LAMI_left_score.mp4","score","Remember",0.149,0,"left","right"
"LAMI034",10,"goalie","up","up","right","LAMI_left_score.mp4","score","What if?",0.21,0,"left","right"
"LAMI034",11,"goalie","up","up","right","LAMI_right_miss.mp4","miss","Remember",0.811,0,"right","right"
"LAMI034",12,"goalie","up","up","right","LAMI_right_miss.mp4","miss","What if?",0.788,0.922,"right","right"
"LAMI034",13,"goalie","up","up","left","LAMI_right_score.mp4","score","Remember",0.739,0.936,"right","left"
"LAMI034",14,"goalie","up","up","right","LAMI_right_miss.mp4","miss","Remember",0.722,0.00800000000000001,"right","right"
"LAMI034",15,"goalie","up","up","left","LAMI_right_score.mp4","score","Remember",0.784,0.937,"right","left"
"LAMI034",16,"goalie","up","up","right","LAMI_left_score.mp4","score","Cause",0.225,0.935,"left","right"
"LAMI034",17,"goalie","up","up","right","LAMI_left_score.mp4","score","What if?",0.164,0,"left","right"
"LAMI034",18,"goalie","up","up","right","LAMI_right_miss.mp4","miss","What if?",0.738,0.933,"right","right"
"LAMI034",19,"goalie","up","up","right","LAMI_left_score.mp4","score","Cause",0.172,0.929,"left","right"
"LAMI034",20,"goalie","up","up","left","LAMI_left_miss.mp4","miss","What if?",0.161,0.914,"left","left"
"LAMI034",21,"goalie","up","up","left","LAMI_right_score.mp4","score","What if?",0.73,0,"right","left"
"LAMI034",22,"goalie","up","up","right","LAMI_right_miss.mp4","miss","Cause",0.746,0.941,"right","right"
"LAMI034",23,"goalie","up","up","right","LAMI_right_miss.mp4","miss","Remember",0.772,0,"right","right"
"LAMI034",24,"goalie","up","up","left","LAMI_left_miss.mp4","miss","Cause",0.176,0.943,"left","left"
"LAMI034",25,"goalie","up","down","right","LAMI_left_score_down.mp4","score","What if?",0.15,0,"left","right"
"LAMI034",26,"goalie","up","down","right","LAMI_right_miss_down.mp4","miss","Remember",0.825,0,"right","right"
"LAMI034",27,"goalie","up","down","right","LAMI_left_score_down.mp4","score","Remember",0.184,0.929,"left","right"
"LAMI034",28,"goalie","up","down","right","LAMI_left_score_down.mp4","score","Remember",0.135,0.945,"left","right"
"LAMI034",29,"goalie","up","down","right","LAMI_left_score_down.mp4","score","Cause",0.129,0.938,"left","right"
"LAMI034",30,"goalie","up","down","left","LAMI_left_miss_down.mp4","miss","Cause",0.169,0.937,"left","left"
"LAMI034",31,"goalie","up","down","right","LAMI_right_miss_down.mp4","miss","Cause",0.715,0.942,"right","right"
"LAMI034",32,"goalie","up","down","left","LAMI_left_miss_down.mp4","miss","Remember",0.147,0,"left","left"
"LAMI034",33,"goalie","up","down","right","LAMI_right_miss_down.mp4","miss","What if?",0.725,0.942,"right","right"
"LAMI034",34,"goalie","up","down","right","LAMI_left_score_down.mp4","score","Cause",0.169,0.945,"left","right"
"LAMI034",35,"goalie","up","down","right","LAMI_left_score_down.mp4","score","What if?",0.148,0,"left","right"
"LAMI034",36,"goalie","up","down","right","LAMI_right_miss_down.mp4","miss","What if?",0.725,0.94,"right","right"
"LAMI034",37,"goalie","up","down","right","LAMI_left_score_down.mp4","score","What if?",0.139,0,"left","right"
"LAMI034",38,"goalie","up","down","left","LAMI_left_miss_down.mp4","miss","Cause",0.167,0.945,"left","left"
"LAMI034",39,"goalie","up","down","left","LAMI_right_score_down.mp4","score","What if?",0.783,0,"right","left"
"LAMI034",40,"goalie","up","down","left","LAMI_right_score_down.mp4","score","Cause",0.807,0.946,"right","left"
"LAMI034",41,"goalie","up","down","right","LAMI_right_miss_down.mp4","miss","What if?",0.74,0.949,"right","right"
"LAMI034",42,"goalie","up","down","right","LAMI_left_score_down.mp4","score","Remember",0.156,0.947,"left","right"
"LAMI034",43,"goalie","up","down","right","LAMI_right_miss_down.mp4","miss","Remember",0.787,0,"right","right"
"LAMI034",44,"goalie","up","down","right","LAMI_right_miss_down.mp4","miss","Remember",0.744,0,"right","right"
"LAMI034",45,"goalie","up","down","right","LAMI_left_score_down.mp4","score","Remember",0.16,0.934,"left","right"
"LAMI034",46,"goalie","up","down","right","LAMI_right_miss_down.mp4","miss","What if?",0.791,0.946,"right","right"
"LAMI034",47,"goalie","up","down","right","LAMI_right_miss_down.mp4","miss","Cause",0.778,0.949,"right","right"
"LAMI034",48,"goalie","up","down","left","LAMI_right_score_down.mp4","score","Cause",0.754,0.937,"right","left"
"35",1,"ball","down","down","left","LAMI_left_miss_down.mp4","miss","Remember",0.188,0.939,"left","left"
"35",2,"ball","down","down","right","LAMI_right_score_down.mp4","score","Remember",0.177,0.953,"right","left"
"35",3,"ball","down","down","left","LAMI_left_score_down.mp4","score","Cause",0.791,0.959,"left","right"
"35",4,"ball","down","down","left","LAMI_left_score_down.mp4","score","What if?",0.706,0,"left","right"
"35",5,"ball","down","down","right","LAMI_right_score_down.mp4","score","Cause",0.174,0.957,"right","left"
"35",6,"ball","down","down","left","LAMI_left_miss_down.mp4","miss","Cause",0.183,0.96,"left","left"
"35",7,"ball","down","down","left","LAMI_left_miss_down.mp4","miss","What if?",0.173,0.949,"left","left"
"35",8,"ball","down","down","right","LAMI_right_score_down.mp4","score","What if?",0.211,0,"right","left"
"35",9,"ball","down","down","right","LAMI_right_miss_down.mp4","miss","What if?",0.798,0.954,"right","right"
"35",10,"ball","down","down","right","LAMI_right_miss_down.mp4","miss","Remember",0.757,0,"right","right"
"35",11,"ball","down","down","right","LAMI_right_miss_down.mp4","miss","Cause",0.781,0.954,"right","right"
"35",12,"ball","down","down","left","LAMI_left_score_down.mp4","score","Remember",0.74,0.961,"left","right"
"35",13,"ball","down","down","right","LAMI_right_score_down.mp4","score","Cause",0.202,0.951,"right","left"
"35",14,"ball","down","down","right","LAMI_right_miss_down.mp4","miss","What if?",0.749,0.943,"right","right"
"35",15,"ball","down","down","left","LAMI_left_score_down.mp4","score","What if?",0.766,0,"left","right"
"35",16,"ball","down","down","left","LAMI_left_score_down.mp4","score","Remember",0.762,0.958,"left","right"
"35",17,"ball","down","down","right","LAMI_right_miss_down.mp4","miss","Cause",0.73,0.939,"right","right"
"35",18,"ball","down","down","left","LAMI_left_miss_down.mp4","miss","Remember",0.178,0,"left","left"
"35",19,"ball","down","down","right","LAMI_right_score_down.mp4","score","Cause",0.181,0.943,"right","left"
"35",20,"ball","down","down","right","LAMI_right_miss_down.mp4","miss","What if?",0.729,0.96,"right","right"
"35",21,"ball","down","down","right","LAMI_right_miss_down.mp4","miss","Remember",0.776,0,"right","right"
"35",22,"ball","down","down","left","LAMI_left_miss_down.mp4","miss","Cause",0.126,0.948,"left","left"
"35",23,"ball","down","down","right","LAMI_right_score_down.mp4","score","What if?",0.123,0,"right","left"
"35",24,"ball","down","down","right","LAMI_right_score_down.mp4","score","Remember",0.194,0.958,"right","left"
"35",25,"ball","down","up","left","LAMI_left_score.mp4","score","Cause",0.742,0.958,"left","right"
"35",26,"ball","down","up","right","LAMI_right_miss.mp4","miss","What if?",0.77,0.955,"right","right"
"35",27,"ball","down","up","right","LAMI_right_miss.mp4","miss","Cause",0.801,0.942,"right","right"
"35",28,"ball","down","up","left","LAMI_left_miss.mp4","miss","Remember",0.209,0,"left","left"
"35",29,"ball","down","up","right","LAMI_right_score.mp4","score","Remember",0.216,0.962,"right","left"
"35",30,"ball","down","up","right","LAMI_right_score.mp4","score","Cause",0.152,0.952,"right","left"
"35",31,"ball","down","up","right","LAMI_right_miss.mp4","miss","Remember",0.793,0,"right","right"
"35",32,"ball","down","up","right","LAMI_right_score.mp4","score","What if?",0.145,0,"right","left"
"35",33,"ball","down","up","right","LAMI_right_score.mp4","score","Remember",0.132,0.975,"right","left"
"35",34,"ball","down","up","left","LAMI_left_miss.mp4","miss","What if?",0.19,0.922,"left","left"
"35",35,"ball","down","up","left","LAMI_left_miss.mp4","miss","Cause",0.144,0.944,"left","left"
"35",36,"ball","down","up","right","LAMI_right_score.mp4","score","What if?",0.205,0,"right","left"
